label,youtube_id,time_start,time_end,split,full_path,num_files
shaving head,0kvnU7LSEt8,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaving head/0kvnU7LSEt8_000019_000029,300
skiing (not slalom or crosscountry),0lCWhhGesNI,55,65,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skiing (not slalom or crosscountry)/0lCWhhGesNI_000055_000065,300
setting table,0mX7eiHEiP8,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/setting table/0mX7eiHEiP8_000003_000013,196
massaging person's head,0oIJWn9IUwM,205,215,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/massaging person's head/0oIJWn9IUwM_000205_000215,300
climbing a rope,0pVGiAU6XEA,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing a rope/0pVGiAU6XEA_000011_000021,300
push up,0rKdvMAQWGs,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/push up/0rKdvMAQWGs_000012_000022,165
snatch weight lifting,0sCSuIjW-GE,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snatch weight lifting/0sCSuIjW-GE_000018_000028,300
somersaulting,0sLopr9zuMc,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/somersaulting/0sLopr9zuMc_000009_000019,286
tossing coin,0scErPni0sE,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing coin/0scErPni0sE_000000_000010,238
riding unicycle,0tHJCi6G4S4,153,163,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding unicycle/0tHJCi6G4S4_000153_000163,300
waxing chest,0tYRSpnUusM,141,151,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing chest/0tYRSpnUusM_000141_000151,300
surfing water,0tlSAcpc7_o,229,239,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/surfing water/0tlSAcpc7_o_000229_000239,300
jogging,0uSu_3yu_44,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/jogging/0uSu_3yu_44_000012_000022,300
braiding hair,0uswr636GWs,57,67,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/braiding hair/0uswr636GWs_000057_000067,300
pull ups,0vMCq_b2nFo,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pull ups/0vMCq_b2nFo_000019_000029,300
yoga,0wHOYxjRmlw,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/yoga/0wHOYxjRmlw_000041_000051,300
waxing legs,0wK9fOQWsRk,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing legs/0wK9fOQWsRk_000022_000032,300
scuba diving,0xAB67W5GS4,969,979,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/scuba diving/0xAB67W5GS4_000969_000979,300
bee keeping,0xS32LBYiWA,32,42,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bee keeping/0xS32LBYiWA_000032_000042,300
riding mule,0xTPF7ePX5c,74,84,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding mule/0xTPF7ePX5c_000074_000084,202
riding mule,1-OPqL8i6Dg,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding mule/1-OPqL8i6Dg_000001_000011,300
surfing crowd,10x6DG8XGQo,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/surfing crowd/10x6DG8XGQo_000009_000019,299
shooting basketball,11OkSd-ln9c,493,503,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shooting basketball/11OkSd-ln9c_000493_000503,300
swimming butterfly stroke,12Gxs1v_hfk,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming butterfly stroke/12Gxs1v_hfk_000001_000011,300
water skiing,19Hfe_y5P8U,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/water skiing/19Hfe_y5P8U_000015_000025,300
tying knot (not on a tie),1AxGI4tOVLk,163,173,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tying knot (not on a tie)/1AxGI4tOVLk_000163_000173,300
changing oil,1C4Q1Xjyeig,102,112,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/changing oil/1C4Q1Xjyeig_000102_000112,300
opening present,1DAtchstb_4,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/opening present/1DAtchstb_4_000004_000014,300
feeding goats,1EATaLAG2Dc,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/feeding goats/1EATaLAG2Dc_000024_000034,300
feeding birds,1G2zxrAC7Q8,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/feeding birds/1G2zxrAC7Q8_000002_000012,300
cutting watermelon,1H1bso6CcwI,112,122,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cutting watermelon/1H1bso6CcwI_000112_000122,300
punching bag,1L6K6TwLJl0,63,73,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/punching bag/1L6K6TwLJl0_000063_000073,300
playing keyboard,1LsJKMM7gc8,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing keyboard/1LsJKMM7gc8_000002_000012,281
applying cream,1M7RcHl3hHU,176,186,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/applying cream/1M7RcHl3hHU_000176_000186,301
playing drums,1MhMBG54x2U,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing drums/1MhMBG54x2U_000008_000018,300
doing nails,1OGfw4ToyiA,97,107,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/doing nails/1OGfw4ToyiA_000097_000107,300
punching person (boxing),1OnrPst_Cxs,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/punching person (boxing)/1OnrPst_Cxs_000000_000010,300
peeling apples,1Q12qpqew5g,28,38,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/peeling apples/1Q12qpqew5g_000028_000038,300
spraying,1QjPnBq6XLI,136,146,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spraying/1QjPnBq6XLI_000136_000146,300
sneezing,1RTQVuK8sHw,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sneezing/1RTQVuK8sHw_000000_000010,272
bartending,1VfEeERUGKM,228,238,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bartending/1VfEeERUGKM_000228_000238,300
playing controller,1WDK-6bTREE,311,321,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing controller/1WDK-6bTREE_000311_000321,281
eating ice cream,1YblUCkf6xs,31,41,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating ice cream/1YblUCkf6xs_000031_000041,300
hurdling,1ZP9LHPTwwg,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurdling/1ZP9LHPTwwg_000012_000022,300
tapping pen,1ZV3JtdYAmg,154,164,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tapping pen/1ZV3JtdYAmg_000154_000164,300
shooting basketball,1Zb406TQHfk,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shooting basketball/1Zb406TQHfk_000003_000013,165
playing kickball,1_H3B3WCSXU,350,360,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing kickball/1_H3B3WCSXU_000350_000360,300
using computer,1aEvgs8pTx0,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/using computer/1aEvgs8pTx0_000002_000012,300
contact juggling,1aKtTQB5oC8,28,38,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/contact juggling/1aKtTQB5oC8_000028_000038,300
shooting goal (soccer),1anZ-z6XnlU,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shooting goal (soccer)/1anZ-z6XnlU_000005_000015,300
playing cymbals,1c81KtfYfE8,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cymbals/1c81KtfYfE8_000027_000037,300
dancing gangnam style,1di4dSvCusw,64,74,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing gangnam style/1di4dSvCusw_000064_000074,300
unloading truck,1eT5yiTVajM,261,271,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/unloading truck/1eT5yiTVajM_000261_000271,300
testifying,1ejgHKw8E3Y,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/testifying/1ejgHKw8E3Y_000058_000068,300
sharpening knives,1jA0uQhrl4E,280,290,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sharpening knives/1jA0uQhrl4E_000280_000290,300
washing feet,1kVaJjVH8-c,129,139,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing feet/1kVaJjVH8-c_000129_000139,300
kitesurfing,1lyLAsZLxKQ,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/kitesurfing/1lyLAsZLxKQ_000027_000037,300
headbutting,1m1YYVYysA8,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/headbutting/1m1YYVYysA8_000001_000011,269
playing bass guitar,1nho7QEZT84,189,199,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing bass guitar/1nho7QEZT84_000189_000199,300
throwing discus,1ntZz8Xqrhg,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/throwing discus/1ntZz8Xqrhg_000003_000013,300
recording music,1oSHnJp2Gbk,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/recording music/1oSHnJp2Gbk_000004_000014,300
krumping,1pEaxLFdOZY,54,64,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/krumping/1pEaxLFdOZY_000054_000064,300
tossing salad,1sV4oQ2qqT4,98,108,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing salad/1sV4oQ2qqT4_000098_000108,300
dancing ballet,1svbHIV88gk,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing ballet/1svbHIV88gk_000025_000035,300
high kick,1t5_fu6IRoQ,17,27,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/high kick/1t5_fu6IRoQ_000017_000027,300
carving pumpkin,1t79Yoscj0U,570,580,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/carving pumpkin/1t79Yoscj0U_000570_000580,300
headbanging,1vsk3D51Otc,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/headbanging/1vsk3D51Otc_000000_000010,299
ice skating,1w4yKpgPGR8,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice skating/1w4yKpgPGR8_000001_000011,300
sharpening knives,1weYvX3nGAs,380,390,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sharpening knives/1weYvX3nGAs_000380_000390,300
doing aerobics,1xPxzIM1lHI,150,160,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/doing aerobics/1xPxzIM1lHI_000150_000160,300
washing hands,1xcHsgK8-ow,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing hands/1xcHsgK8-ow_000058_000068,300
playing drums,1xvo3PQSUmY,202,212,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing drums/1xvo3PQSUmY_000202_000212,300
blowing leaves,1y5ugFpZOyo,97,107,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing leaves/1y5ugFpZOyo_000097_000107,300
grooming horse,1y_BRfvi3lU,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming horse/1y_BRfvi3lU_000001_000011,300
applying cream,2-OY-ICQecA,179,189,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/applying cream/2-OY-ICQecA_000179_000189,300
shaking head,21fwkyio74k,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaking head/21fwkyio74k_000011_000021,300
dribbling basketball,252W2TFVj6U,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dribbling basketball/252W2TFVj6U_000037_000047,300
tying knot (not on a tie),25OsrlLrM34,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tying knot (not on a tie)/25OsrlLrM34_000012_000022,300
pushing cart,25bKVUUH1P8,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing cart/25bKVUUH1P8_000021_000031,146
spray painting,2BBn3DzQHmE,416,426,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/spray painting/2BBn3DzQHmE_000416_000426,300
shaving legs,2BT9HKSGHOA,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaving legs/2BT9HKSGHOA_000004_000014,300
making bed,2CvNtQeVZAQ,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making bed/2CvNtQeVZAQ_000005_000015,300
canoeing or kayaking,2ENSwCFJ07A,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/canoeing or kayaking/2ENSwCFJ07A_000016_000026,300
stomping grapes,2I3GHwg0OOs,49,59,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/stomping grapes/2I3GHwg0OOs_000049_000059,300
singing,2K7naVgXayQ,125,135,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/singing/2K7naVgXayQ_000125_000135,300
bending back,2KQ1mvI_k2Y,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bending back/2KQ1mvI_k2Y_000000_000010,300
skiing slalom,2LhezSZTO6M,1344,1354,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skiing slalom/2LhezSZTO6M_001344_001354,300
playing monopoly,2Lvdc3CsrP0,68,78,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing monopoly/2Lvdc3CsrP0_000068_000078,300
biking through snow,2MdSyWlyxXs,382,392,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/biking through snow/2MdSyWlyxXs_000382_000392,300
celebrating,2QBk2LE-mbI,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/celebrating/2QBk2LE-mbI_000024_000034,300
mowing lawn,2RKIOsWiy3U,110,120,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/mowing lawn/2RKIOsWiy3U_000110_000120,300
making tea,2SJGwy4Erq4,213,223,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making tea/2SJGwy4Erq4_000213_000223,300
grooming horse,2Tny-D9DITo,277,287,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming horse/2Tny-D9DITo_000277_000287,300
tap dancing,2Uc0plr-tiU,104,114,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tap dancing/2Uc0plr-tiU_000104_000114,300
plastering,2VGliJ4I23Q,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/plastering/2VGliJ4I23Q_000026_000036,207
using computer,2VMix46dGEQ,47,57,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/using computer/2VMix46dGEQ_000047_000057,300
ripping paper,2Vzh7XO912Q,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ripping paper/2Vzh7XO912Q_000000_000010,301
juggling soccer ball,2WgOKCYyL7g,84,94,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/juggling soccer ball/2WgOKCYyL7g_000084_000094,300
eating hotdog,2ZzgcL5BM5c,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating hotdog/2ZzgcL5BM5c_000005_000015,300
bookbinding,2ak2W4T46fs,158,168,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bookbinding/2ak2W4T46fs_000158_000168,300
air drumming,2cPLjY5AWXU,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/air drumming/2cPLjY5AWXU_000001_000011,300
dodgeball,2dvIGGnC-LQ,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dodgeball/2dvIGGnC-LQ_000001_000011,300
windsurfing,2elHqLIPUNA,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/windsurfing/2elHqLIPUNA_000022_000032,300
shaking head,2enJFGpQAaU,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shaking head/2enJFGpQAaU_000020_000030,255
cleaning shoes,2erZ49aaBCU,363,373,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning shoes/2erZ49aaBCU_000363_000373,300
ironing,2ewTGcayEyQ,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ironing/2ewTGcayEyQ_000026_000036,300
bobsledding,2f1o8NBxqX0,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bobsledding/2f1o8NBxqX0_000012_000022,300
somersaulting,2fVYOe69IXg,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/somersaulting/2fVYOe69IXg_000002_000012,300
passing American football (in game),2gD3nshZPBw,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/passing American football (in game)/2gD3nshZPBw_000004_000014,180
throwing axe,2hahR8RONTs,32,42,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/throwing axe/2hahR8RONTs_000032_000042,300
drinking shots,2ib0zTt3JGc,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drinking shots/2ib0zTt3JGc_000002_000012,300
eating cake,2mFclrl0wo8,44,54,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating cake/2mFclrl0wo8_000044_000054,275
sticking tongue out,2mgdkontHv4,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sticking tongue out/2mgdkontHv4_000041_000051,300
unloading truck,2taxYzS7KF8,56,66,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/unloading truck/2taxYzS7KF8_000056_000066,299
drawing,2v5kTahomcw,34,44,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drawing/2v5kTahomcw_000034_000044,300
surfing crowd,2vRLSzL2Ym4,18,28,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/surfing crowd/2vRLSzL2Ym4_000018_000028,300
answering questions,2wA2ZT_1gdc,1095,1105,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/answering questions/2wA2ZT_1gdc_001095_001105,300
drawing,2wHfSEysPHg,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drawing/2wHfSEysPHg_000004_000014,300
push up,2wMk-qSPpLk,149,159,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/push up/2wMk-qSPpLk_000149_000159,300
front raises,2xT_jiwaFZk,184,194,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/front raises/2xT_jiwaFZk_000184_000194,300
playing controller,2yB9Ajv5OR8,292,302,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing controller/2yB9Ajv5OR8_000292_000302,300
washing dishes,3-aJe_yA5lQ,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing dishes/3-aJe_yA5lQ_000011_000021,300
making snowman,30DCw78i3N8,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making snowman/30DCw78i3N8_000041_000051,300
dancing charleston,30NCKTBajOg,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing charleston/30NCKTBajOg_000007_000017,300
cooking on campfire,30VOn4d6UPE,144,154,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cooking on campfire/30VOn4d6UPE_000144_000154,300
counting money,31_wxR34Ahc,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/counting money/31_wxR34Ahc_000004_000014,300
high kick,31uPgVZtekA,149,159,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/high kick/31uPgVZtekA_000149_000159,300
hoverboarding,39FeKLDt8FA,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hoverboarding/39FeKLDt8FA_000037_000047,300
situp,3ApqPw6chxA,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/situp/3ApqPw6chxA_000000_000010,300
shot put,3Bt5K_3MqYE,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shot put/3Bt5K_3MqYE_000000_000010,300
making tea,3CLScUQPBk0,309,319,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making tea/3CLScUQPBk0_000309_000319,300
dancing charleston,3CvbciH2o1g,91,101,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing charleston/3CvbciH2o1g_000091_000101,300
folding napkins,3ERvls3mqjg,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/folding napkins/3ERvls3mqjg_000007_000017,300
shining shoes,3F2j2aEiIFM,45,55,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shining shoes/3F2j2aEiIFM_000045_000055,300
crying,3IEkA7_xw7w,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/crying/3IEkA7_xw7w_000000_000010,300
air drumming,3K0Sw7rbzPU,114,124,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/air drumming/3K0Sw7rbzPU_000114_000124,300
golf driving,3LbZwPYAa64,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/golf driving/3LbZwPYAa64_000009_000019,300
celebrating,3MaRw9CeE40,94,104,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/celebrating/3MaRw9CeE40_000094_000104,300
knitting,3PfyArNrSgU,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/knitting/3PfyArNrSgU_000004_000014,300
jumping into pool,3Q4BgTflA2Q,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/jumping into pool/3Q4BgTflA2Q_000005_000015,263
changing wheel,3QhnzaOGtJY,177,187,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/changing wheel/3QhnzaOGtJY_000177_000187,300
petting animal (not cat),3RKo32QBrD4,84,94,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/petting animal (not cat)/3RKo32QBrD4_000084_000094,300
feeding goats,3RXxSgycJfI,68,78,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/feeding goats/3RXxSgycJfI_000068_000078,300
taking a shower,3RdzszuykC4,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/taking a shower/3RdzszuykC4_000000_000010,299
deadlifting,3Wf-PoZZz-E,40,50,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/deadlifting/3Wf-PoZZz-E_000040_000050,300
hurling (sport),3ZMJckp6cPo,427,437,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurling (sport)/3ZMJckp6cPo_000427_000437,300
shuffling cards,3arRn6NZnkc,35,45,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shuffling cards/3arRn6NZnkc_000035_000045,300
surfing crowd,3b8M4pItS7g,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/surfing crowd/3b8M4pItS7g_000001_000011,300
scrambling eggs,3bSiHbbGj7A,70,80,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/scrambling eggs/3bSiHbbGj7A_000070_000080,300
shoveling snow,3jP9HNJddR8,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shoveling snow/3jP9HNJddR8_000003_000013,299
clapping,3jZK5w1kNMA,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/clapping/3jZK5w1kNMA_000006_000016,300
climbing ladder,3kwhivj9Rhk,38,48,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing ladder/3kwhivj9Rhk_000038_000048,300
skipping rope,3lTTjrrl3-w,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skipping rope/3lTTjrrl3-w_000027_000037,300
bending metal,3p6gVU_wctg,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bending metal/3p6gVU_wctg_000004_000014,300
ice skating,3piPAhtHH60,29,39,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice skating/3piPAhtHH60_000029_000039,300
bench pressing,3q0f6BJx_V8,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bench pressing/3q0f6BJx_V8_000002_000012,125
playing controller,3r2DgpSzXTk,103,113,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing controller/3r2DgpSzXTk_000103_000113,300
rock climbing,3s2q50OQmTs,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/rock climbing/3s2q50OQmTs_000003_000013,300
surfing water,3tYvVpbcUmc,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/surfing water/3tYvVpbcUmc_000000_000010,300
smoking,3vCRLo5dtNY,149,159,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/smoking/3vCRLo5dtNY_000149_000159,300
laying bricks,3vO3Hd-MYRU,109,119,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/laying bricks/3vO3Hd-MYRU_000109_000119,300
garbage collecting,3vhcRRBUmtY,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/garbage collecting/3vhcRRBUmtY_000005_000015,300
